ID,ORIGINAL_NAME,PRODUCT_NAME,PIECES,WEIGHT,MNEMONIC
31599, ,Deliciosas,None,90g ,LAR
31600, ,Deliciosas,None,90g ,LAR
31609, ,Deliciosas,None,160g ,LAR
31610, ,Deliciosas,None,160g ,LAR
31612, ,Deliciosas,None,380g ,LAR
31613, ,Deliciosas,None,380g ,LAR
31618, ,Chocochispas,None,80g ,LAR
31619, ,Chocochispas,None,80g ,LAR
31621, ,Chocochispas,None,170g ,LAR
31622, ,Chocochispas,None,170g ,LAR
31624, ,Chocochispas,None,280g ,LAR
31625, ,Chocochispas,None,280g ,LAR
31626, ,Chocochispas,None,280g ,LAR
31627, ,Canapinas,None,140g ,LAR
31628, ,Canapinas,None,140g ,LAR
31655, ,Deliciosas,None,160g ,LAR
31656, ,Deliciosas,None,160g ,LAR
31667, ,Sandwich,None,90g ,LON
31668, ,Sand,None,86g ,LON
31669, ,Sandwich,None,97g ,LON
31670, ,Sandwich,None,112g ,LON
31684, ,Big,None,g ,DH
31686, ,Big,None,g ,DH
31687, ,Big,None,g ,DH
31688, ,Big,None,g ,DH
31689, ,Big,None,g ,DH
31690, ,Tostado,None,250g ,BIM
31695, ,Principe,None,392g ,MLA
31699, ,Barra,1p ,48g ,BIM
31710, ,Bagels,None,567g ,THO
31711, ,English,None,340g ,THO
31716, ,Duo,None,170g ,LAR
31717, ,Bigotes,None,60g ,TR
31718, ,Rielito,None,65g ,TR
31719, ,Mantecadas,2p ,105g ,TR
31720, ,Mantecadas,2p ,95g ,TR
31730, ,Rebanadas,None,220g ,BIM
31744, ,Barra,1p ,48g ,BIM
31763, ,Bollos,6p ,480g ,SUN
31766, ,Plativolos,18p ,144g ,MLA
31767, ,Principe,14p ,152g ,MLA
31768, ,Canelitas,33p ,180g ,MLA
31769, ,Polvorones,18p ,250g ,MLA
31770, ,Triki,20p ,174g ,MLA
31771, ,Tortillas,None,800g ,MR
31775, ,Bran,None,320g ,BIM
31778, ,Tortillas,None,800g ,MR
31779, ,Suavicremas,None,158g ,MLA
31780, ,Suavicremas,None,158g ,MLA
31781, ,Suavicremas,None,158g ,MLA
31782, ,Suavicremas,None,158g ,MLA
31783, ,Suavicremas,None,158g ,MLA
31784, ,Suavicremas,None,158g ,MLA
31799, ,Sandwichera,None,72g ,BIM
31803, ,Duo,p ,170g ,LAR
31804, ,Duo,None,170g ,LAR
31827, ,Deliciosas,None,160g ,LAR
31828, ,Deliciosas,None,160g ,LAR
31829, ,Deliciosas,None,160g ,LAR
31847, ,Tortillas,18p ,630g ,DH
31861, ,Spirrones,None,25g ,BAR
31868, ,Bran,None,55g ,BIM
31880, ,Bimbollos,12p ,1170g ,BIM
31905, ,Galleta,None,g ,DIF
31946, ,Pack,None,528g ,GBI
31964, ,Mini,5p ,150g ,MLA
31971, ,Barri,None,37g ,BIM
31974, ,Chicks,12p ,4g ,CHK
31977, ,Tost,None,308g ,SAN
31997, ,Panque,None,255g ,BIM
32015, ,Salmas,None,18g ,SAN
32026, ,Tostada,None,216g ,SAN
32027, ,Tostada,None,240g ,SAN
32035, ,Salmas,None,108g ,SAN
32037, ,Nachos,None,250g ,SAN
32045, ,Duo,None,66g ,BIM
32046, ,Duo,None,66g ,BIM
32053, ,Tostado,None,270g ,BIM
32078, ,Salmas,None,208g ,SAN
32092, ,Bimbollos,6p ,480g ,BIM
32132, ,Salmas,None,108g ,SAN
32134, ,Mantecadas,6p ,184g ,BIM
32141, ,Mantecadas,None,375g ,BIM
32142, ,Donas,None,420g ,BIM
32143, ,Donitas,None,525g ,BIM
32144, ,Nito,None,620g ,BIM
32168, ,Triki,6p ,60g ,MLA
32173, ,Raztachoc,6p ,30g ,BIM
32204, ,Churritos,None,60g ,BAR
32207, ,Marias,None,170g ,LAR
32220, ,Sandwich,None,90g ,LON
32221, ,Sandwich,None,112g ,LON
32222, ,Cuernito,None,80g ,LON
32223, ,Sandwich,None,97g ,LON
32224, ,Sand,None,86g ,LON
32263, ,Tostada,18p ,216g ,MR
32274, ,Duo,None,1134g ,BIM
32275, ,Duo,None,1134g ,BIM
32277, ,Duo,None,960g ,BIM
32278, ,Duo,None,960g ,BIM
32279, ,Duo,None,960g ,BIM
32280, ,Duo,None,1134g ,BIM
32281, ,Duo,None,1134g ,BIM
32282, ,Duo,None,1134g ,BIM
32283, ,Duo,None,1134g ,BIM
32284, ,Duo,None,1134g ,BIM
32285, ,Duo,None,1134g ,BIM
32286, ,Duo,None,920g ,BIM
32287, ,Duo,None,920g ,BIM
32288, ,Duo,None,920g ,BIM
32289, ,Duo,None,908g ,BIM
32290, ,Duo,None,908g ,BIM
32294, ,Duo,None,1000g ,BIM
32295, ,Duo,None,1000g ,BIM
32297, ,Decanelas,None,83g ,LAR
32298, ,Decanelas,None,83g ,LAR
32301, ,Bimbunuelos,2p ,33g ,BIM
32302, ,Chocotorro,1p ,50g ,MLA
32303, ,Bigotes,None,60g ,TR
32304, ,Bigotes,None,60g ,TR
32305, ,Orejas,None,70g ,TR
32311, ,Tortilla,15p ,320g ,DH
32322, ,Tortilla,10p ,260g ,DH
32323, ,Tortilla,5p ,280g ,DH
32334, ,Tost,None,216g ,SAN
32335, ,Tost,None,240g ,SAN
32336, ,Salmas,36p ,612g ,SAN
32341, ,Rosquilla,None,48g ,TR
32353, ,Tortillas,18p ,630g ,DH
32360, ,Canelitas,33p ,180g ,MLA
32361, ,Canelitas,33p ,180g ,MLA
32363, ,Duo,None,148g ,MLA
32364, ,Duo,None,148g ,MLA
32366, ,Lors,18p ,148g ,MLA
32367, ,Lors,18p ,148g ,MLA
32369, ,Plativolos,18p ,144g ,MLA
32370, ,Plativolos,18p ,144g ,MLA
32371, ,Plativolos,18p ,144g ,MLA
32372, ,Polvorones,18p ,250g ,MLA
32373, ,Polvorones,18p ,250g ,MLA
32375, ,Principe,14p ,152g ,MLA
32376, ,Principe,14p ,152g ,MLA
32378, ,Triki,20p ,174g ,MLA
32379, ,Triki,20p ,174g ,MLA
32382, ,Triki,20p ,174g ,MLA
32393, ,Rebanada,2p ,55g ,BIM
32394, ,Rebanada,2p ,55g ,BIM
32395, ,Rebanada,2p ,55g ,BIM
32408, ,Tortilla,15p ,410g ,DH
32409, ,Tortilla,15p ,410g ,DH
32410, ,Pan,None,340g ,TR
32420, ,Tortilla,10p ,260g ,DH
32421, ,Tortilla,10p ,260g ,DH
32426, ,Tostachos,None,75g ,BAR
32428, ,Tartinas,12p ,156g ,TR
32433, ,Duo,None,120g ,MLA
32434, ,Duo,None,120g ,MLA
32436, ,Salmas,None,24g ,SAN
32441, ,Tripack,None,720g ,SAN
32465, ,Tostada,None,240g ,SAN
32472, ,Tostada,None,240g ,SAN
32480, ,Combo,2p ,200g ,SAN
32491, ,Sand,None,86g ,LON
32492, ,Sandwich,None,97g ,LON
32514, ,Mis,2p ,20g ,MLA
32518, ,Polvorones,1p ,19g ,MLA
32535, ,Galleta,3p ,62g ,MLA
32536, ,Galleta,3p ,62g ,MLA
32538, ,Mi,None,5g ,MLA
32541, ,Mi,None,5g ,MLA
32542, ,Mi,None,5g ,MLA
32544, ,Lata,None,150g ,GBI
32546, ,Mini,4p ,52g ,MLA
32552, ,Canapinas,10p ,30g ,LAR
32554, ,Marias,None,170g ,LAR
32556, ,Mi,None,32g ,BIM
32557, ,Mi,None,32g ,BIM
32558, ,Mi,None,32g ,BIM
32575, ,Lors,8p ,74g ,MLA
32578, ,Plativolos,8p ,64g ,MLA
32589, ,Saladas,None,175g ,LAR
32590, ,Saladas,None,175g ,LAR
32591, ,Saladas,None,175g ,LAR
32594, ,Lata,None,330g ,GBI
32635, ,Star,8p ,8g ,SKD
32637, ,Super,6p ,480g ,WON
32639, ,Tubo,8p ,215g ,MLA
32640, ,Tubo,8p ,215g ,MLA
32641, ,Tubo,8p ,215g ,MLA
32642, ,Galleta,8p ,496g ,MLA
32668, ,Thins,None,680g ,BIM
32669, ,Lata,None,300g ,GBI
32685, ,Pan,None,680g ,BIM
32719, ,Mini,None,170g ,GBI
32749, ,Tortilla,15p ,410g ,DH
32798, ,Galleta,None,62g ,MLA
32799, ,Galleta,None,62g ,MLA
32802, ,Tortillas,None,800g ,MR
32804, ,Thins,None,340g ,BIM
32815, ,Saladas,None,175g ,LAR
32816, ,Saladas,None,175g ,LAR
32817, ,Tiras,None,300g ,MR
32819, ,Chocodonitas,6p ,102g ,BIM
32820, ,Chocodonitas,6p ,102g ,BIM
32830, ,Pan,None,240g ,BIM
32838, ,Tortilla,10p ,275g ,TR
32841, ,Tortilla,None,535g ,DH
32842, ,Deliciosas,None,160g ,LAR
32843, ,Deliciosas,None,160g ,LAR
32845, ,Decanelas,None,83g ,LAR
32846, ,Decanelas,None,83g ,LAR
32848, ,Deliciosas,None,90g ,LAR
32849, ,Deliciosas,None,90g ,LAR
32850, ,Deliciosas,None,90g ,LAR
32851, ,Deliciosas,None,160g ,LAR
32852, ,Deliciosas,None,160g ,LAR
32854, ,Deliciosas,None,160g ,LAR
32855, ,Deliciosas,None,160g ,LAR
32857, ,Deliciosas,None,380g ,LAR
32858, ,Deliciosas,None,380g ,LAR
32860, ,Chocochispas,None,80g ,LAR
32861, ,Chocochispas,None,80g ,LAR
32862, ,Chocochispas,None,80g ,LAR
32863, ,Chocochispas,None,170g ,LAR
32864, ,Chocochispas,None,170g ,LAR
32869, ,Canapinas,None,115g ,LAR
32870, ,Canapinas,None,115g ,LAR
32871, ,Canapinas,None,115g ,LAR
32872, ,Canapinas,None,140g ,LAR
32873, ,Canapinas,None,140g ,LAR
32884, ,Deliciosas,None,160g ,LAR
32885, ,Thins,None,340g ,ORO
32886, ,Thins,None,340g ,ORO
32891, ,Bolsa,None,280g ,GBI
32894, ,Salmas,48p ,864g ,SAN
32931, ,Tubix,4p ,33g ,MLA
32932, ,Tubo,None,172g ,MLA
32933, ,Lors,10p ,98g ,MLA
32934, ,Lors,10p ,98g ,MLA
32935, ,Lors,10p ,98g ,MLA
32936, ,Plativolos,10p ,92g ,MLA
32937, ,Plativolos,10p ,92g ,MLA
32938, ,Plativolos,10p ,92g ,MLA
32939, ,Principe,10p ,110g ,MLA
32940, ,Principe,10p ,110g ,MLA
32941, ,Principe,10p ,110g ,MLA
32942, ,Tostada,None,216g ,SAN
32952, ,Mi,5p ,125g ,MLA
32953, ,Mi,5p ,125g ,MLA
32954, ,Mi,5p ,125g ,MLA
32956, ,Mi,5p ,125g ,MLA
32958, ,Mi,6p ,180g ,MLA
32959, ,Mi,6p ,180g ,MLA
32960, ,Mi,6p ,180g ,MLA
32961, ,Mi,6p ,180g ,MLA
32962, ,Mi,6p ,180g ,MLA
32963, ,Mi,6p ,180g ,MLA
32965, ,Mi,6p ,150g ,MLA
32967, ,Mi,6p ,180g ,MLA
32974, ,Mi,10p ,250g ,MLA
32975, ,Mi,10p ,250g ,MLA
32978, ,Mi,10p ,250g ,MLA
32980, ,Mi,10p ,300g ,MLA
32981, ,Mi,10p ,300g ,MLA
32983, ,Mi,10p ,300g ,MLA
32984, ,Mi,10p ,300g ,MLA
32997, ,Agua,None,600ml ,CC
32999, ,Sandwich,None,g ,LON
33004, ,Principe,8p ,60g ,MLA
33011, ,Tostada,None,200g ,SAN
33021, ,Bombonete,3p ,55g ,MLA
33030, ,Sandwich,None,g ,LON
33033, ,Cuernito,None,g ,LON
33043, ,Triki,None,480g ,MLA
33047, ,Mini,4p ,60g ,TR
33048, ,Mini,4p ,60g ,TR
33053, ,Leche,None,200ml ,MLA
33054, ,Bimbollos,6p ,480g ,BIM
33068, ,Tortilla,10p ,275g ,TR
33074, ,Agua,None,600ml ,CC
33114, ,Plativolos,10p ,92g ,MLA
33175, ,Submarinos,None,114g ,MLA
33185, ,Salmas,None,36g ,SAN
33188, ,Tortillas,18p ,630g ,DH
33189, ,Panera,12p ,630g ,BIM
33190, ,Charola,15p ,5g ,BIM
33191, ,Charola,10p ,625g ,BIM
33192, ,Tortilla,11p ,286g ,DH
33196, ,Tortilla,11p ,286g ,DH
33198, ,Bollo,40p ,2880g ,BIM
33204, ,Triki,20p ,174g ,MLA
33205, ,Triki,20p ,174g ,MLA
33207, ,Lors,None,75g ,MLA
33208, ,Lors,None,75g ,MLA
33241, ,Dutch,None,400g ,WON
33242, ,Dutch,None,400g ,WON
33243, ,Dutch,None,400g ,WON
33244, ,Surtido,None,220g ,MLA
33245, ,Surtido,None,440g ,MLA
33246, ,Surtido,None,660g ,MLA
33254, ,Paleton,None,50g ,LC
33260, ,Panera,12p ,630g ,BIM
33261, ,Charola,15p ,5g ,BIM
33262, ,Charola,10p ,625g ,BIM
33263, ,Charola,10p ,625g ,BIM
33264, ,Charola,15p ,930g ,BIM
33265, ,Charola,15p ,930g ,BIM
33266, ,Charola,12p ,840g ,BIM
33267, ,Charola,12p ,840g ,BIM
33286, ,Salmas,None,36g ,SAN
33292, ,Burrito,None,90g ,LON
33294, ,Burrito,None,90g ,LON
33295, ,Burrito,None,90g ,LON
33297, ,Triki,None,60g ,MLA
33298, ,Triki,None,60g ,MLA
33300, ,Medias,10p ,430g ,BIM
33302, ,Bolsa,None,500g ,BIM
33329, ,Rocks,6p ,45g ,MLA
33334, ,Costalito,None,1200g ,GBI
33342, ,Cuernito,None,g ,LON
33353, ,Principe,8p ,60g ,MLA
33359, ,Bolsita,None,160g ,GBI
33366, ,Barri,None,37g ,BIM
33370, ,Tortilla,8p ,220g ,DH
33381, ,Totopos,None,850g ,SAN
33382, ,Totopos,None,200g ,SAN
33426, ,Surtido,None,375g ,GBI
33429, ,Surtido,None,375g ,GBI
33432, ,Tartaletas,None,375g ,GBI
33643, ,Besos,None,375g ,GBI
33647, ,Surtido,None,340g ,GBI
33648, ,Besos,None,340g ,GBI
33649, ,Chispas,None,340g ,GBI
33657, ,Deliciosas,None,180g ,LAR
33663, ,Bran,None,48g ,BIM
33664, ,Bran,6p ,240g ,BIM
33671, ,Lors,None,167g ,MLA
33672, ,Lors,None,167g ,MLA
33673, ,Lors,None,167g ,MLA
33678, ,Dutch,None,400g ,WON
33679, ,Dutch,None,400g ,WON
33680, ,Dutch,None,400g ,WON
33681, ,Dutch,None,400g ,WON
33682, ,Dutch,None,400g ,WON
33683, ,Dutch,None,400g ,WON
33687, ,Bolsita,None,280g ,GBI
33688, ,Bolsita,None,160g ,GBI
33690, ,Bolsita,None,160g ,GBI
33691, ,Bolsita,None,260g ,GBI
33693, ,Bolsita,None,350g ,GBI
33699, ,Galleta,3p ,62g ,MLA
33700, ,Galleta,3p ,62g ,MLA
33708, ,Sandwichera,None,72g ,BIM
33715, ,Bran,None,48g ,BIM
33734, ,Galleta,8p ,100g ,TR
33735, ,Galleta,8p ,100g ,TR
33736, ,Galleta,8p ,100g ,TR
33737, ,Galleta,8p ,100g ,TR
33740, ,Panera,12p ,630g ,BIM
33741, ,Charola,15p ,5g ,BIM
33742, ,Charola,15p ,930g ,BIM
33743, ,Charola,12p ,840g ,BIM
33763, ,Galleta,3p ,62g ,MLA
33768, ,Salmas,18p ,108g ,SAN
33769, ,Salmas,20p ,360g ,SAN
33773, ,Deliciosas,None,25g ,LAR
33779, ,Marias,None,24g ,LAR
33794, ,Salmas,None,12g ,SAN
33822, ,Triki,5p ,60g ,MLA
33841, ,Triki,None,60g ,MLA
33842, ,Galleta,3p ,62g ,MLA
33845, ,Max,2p ,25g ,VER
33853, ,Surtido,None,200g ,GBI
33862, ,Choco,None,None,MLA
33863, ,Choco,None,None,MLA
33866, ,Rollo,2p ,80g ,MLA
33871, ,Principe,8p ,60g ,MLA
33872, ,Principe,8p ,60g ,MLA
33875, ,Lapicera,None,100g ,GBI
33879, ,Chocochispas,5p ,80g ,LAR
33889, ,Bolsita,None,25g ,GBI
33902, ,Hot,None,50g ,BAR
33909, ,Galleta,None,27g ,TR
33912, ,Bran,None,25g ,BIM
34018, ,Submarinos,None,25g ,MLA
34020, ,Submarinos,None,25g ,MLA
34021, ,Submarinos,None,25g ,MLA
34025, ,Lonchito,None,133g ,LON
34044, ,Bigotes,None,60g ,TR
34048, ,Mantecadas,2p ,105g ,TR
34050, ,Tortillas,6p ,300g ,DH
34053, ,Nito,1p ,62g ,BIM
34054, ,Nito,1p ,62g ,BIM
34055, ,Nito,1p ,62g ,BIM
34056, ,Galleta,None,62g ,MLA
34067, ,Lonchibox,None,90g ,LON
34068, ,Lonchibox,None,86g ,LON
34069, ,Lonchibox,None,91g ,LON
34071, ,Lonchibox,None,80g ,LON
34077, ,Barritas,None,5g ,MLA
34078, ,Barritas,None,5g ,MLA
34080, ,Barritas,None,5g ,MLA
34081, ,Barritas,None,5g ,MLA
34083, ,Canelitas,None,20g ,MLA
34084, ,Canelitas,None,20g ,MLA
34087, ,Triki,3p ,25g ,MLA
34089, ,Tortilla,10p ,535g ,DH
34111, ,Pan,None,567g ,PUL
34118, ,Bolsita,None,25g ,GBI
34122, ,Pan,2p ,61g ,BIM
34124, ,Fruttimania,None,10g ,RIC
34178, ,Hot,8p ,g ,BIM
34185, ,Panquecitos,2p ,140g ,BIM
34187, ,Salma,43p ,516g ,SAN
34195, ,Spina,None,43g ,MLA
34200, ,Papatinas,None,50g ,BAR
34204, ,Bimbollos,8p ,450g ,BIM
34205, ,Bimbollos,12p ,675g ,BIM
34206, ,Medias,8p ,340g ,BIM
34207, ,Medias,10p ,430g ,BIM
34208, ,Tostado,None,210g ,BIM
34210, ,Super,None,740g ,BIM
34211, ,Pan,None,460g ,BIM
34212, ,Pan,None,640g ,BIM
34213, ,Pan,None,640g ,BIM
34215, ,Pan,None,360g ,BIM
34225, ,Magnas,None,200g ,LAR
34226, ,Magnas,None,200g ,LAR
34227, ,Magnas,None,200g ,LAR
34255, ,Tostada,30p ,360g ,MR
34256, ,Tostada,18p ,216g ,MR
34257, ,Tostada,15p ,175g ,MR
34258, ,Totopo,None,500g ,MR
34259, ,Barra,None,634g ,MP
34264, ,Bimbollos,6p ,480g ,BIM
34292, ,Pan,None,370g ,BIM
34299, ,Tortilla,20p ,500g ,TR
34301, ,Tortilla,10p ,275g ,WON
34302, ,Tortilla,10p ,275g ,WON
34326, ,Galleta,20p ,1240g ,MLA
34327, ,Mantecadas,8p ,250g ,BIM
34328, ,Mantecadas,8p ,250g ,BIM
34333, ,Galleta,3p ,62g ,MLA
34337, ,Galleta,3p ,62g ,MLA
34348, ,Principe,20p ,1724g ,MLA
34355, ,Tostachos,None,70g ,BAR
34370, ,Duo,None,34g ,BIM
34373, ,Bollos,None,1350g ,SL
34389, ,Kranky,None,38g ,RIC
34403, ,Tartina,2p ,26g ,TR
34425, ,Pachoncitos,None,70g ,TR
34426, ,Duo,None,34g ,BIM
34427, ,Duo,None,34g ,BIM
34429, ,Doraditas,None,110g ,TR
34430, ,Doraditas,None,110g ,TR
34433, ,Tortilla,12p ,258g ,DH
34439, ,Fruttimania,None,8g ,RIC
34440, ,Fruttimania,None,8g ,RIC
34452, ,Pan,None,567g ,MP
34468, ,Pan,6p ,440g ,BIM
34469, ,Pan,6p ,440g ,BIM
34486, ,Duo,None,130g ,TR
34487, ,Duo,None,130g ,TR
34495, ,Flow,None,200g ,GBI
34542, ,Sponch,6p ,90g ,MLA
34546, ,Chocotorro,1p ,50g ,MLA
34547, ,Suavicremas,None,158g ,MLA
34548, ,Suavicremas,None,158g ,MLA
34550, ,Suavicremas,None,158g ,MLA
34551, ,Suavicremas,None,158g ,MLA
34553, ,Suavicremas,None,158g ,MLA
34554, ,Suavicremas,None,158g ,MLA
34577, ,Barra,20p ,440g ,BIM
34585, ,Hamburguesa,None,145g ,LON
34616, ,Duo,None,105g ,MLA
34617, ,Duo,None,105g ,MLA
34618, ,Duo,None,105g ,MLA
34627, ,Galleta,None,g ,MLA
34643, ,Burrito,None,90g ,LON
34644, ,Burrito,None,90g ,LON
34645, ,Burrito,None,90g ,LON
34646, ,Burrito,None,None,LON
34647, ,Burrito,None,90g ,LON
34665, ,Paneton,None,900g ,BIM
34666, ,Pan,4p ,680g ,BIM
34670, ,Salmas,20p ,360g ,SAN
34682, ,Pastisetas,6p ,75g ,SUA
34683, ,Pastisetas,6p ,75g ,SUA
34702, ,Duo,None,105g ,MLA
34703, ,Duo,None,105g ,MLA
34704, ,Duo,None,105g ,MLA
34737, ,Tartinas,8p ,104g ,TR
34738, ,Tartinas,8p ,104g ,TR
34747, ,Tostada,None,240g ,SAN
34768, ,Raztachoc,5p ,40g ,BIM
34769, ,Raztachoc,5p ,40g ,BIM
34770, ,Raztachoc,5p ,40g ,BIM
34775, ,Roles,3p ,180g ,BIM
34776, ,Roles,3p ,202g ,BIM
34781, ,Blister,None,8g ,SKD
34782, ,Blister,None,8g ,SKD
34783, ,Blister,None,8g ,SKD
34785, ,Pan,None,480g ,BIM
34786, ,Pan,None,680g ,BIM
34787, ,Pan,None,1360g ,BIM
34793, ,Bimbollos,18p ,1440g ,BIM
34794, ,Super,8p ,540g ,WON
34801, ,Pan,None,500g ,BIM
34802, ,Pan,None,540g ,BIM
34850, ,Bimbollos,6p ,480g ,BIM
34851, ,Medias,16p ,680g ,BIM
34854, ,Duo,None,960g ,BIM
34865, ,Pan,None,680g ,BIM
34866, ,Pan,None,567g ,SUN
34867, ,Pan,None,1360g ,BIM
34868, ,Rebanada,2p ,55g ,BIM
34869, ,Rebanada,2p ,55g ,BIM
34876, ,Bollos,6p ,480g ,SUN
34885, ,Barra,8p ,22g ,BIM
34888, ,Duo,None,44g ,BIM
34889, ,Duo,None,44g ,BIM
34891, ,Tostada,20p ,350g ,KOD
34892, ,Tostada,30p ,360g ,MR
34893, ,Duo,None,1000g ,BIM
34894, ,Duo,None,1080g ,BIM
34901, ,Duo,None,920g ,BIM
34904, ,Principe,8p ,360g ,MLA
34909, ,Marias,None,g ,LAR
34913, ,Totopos,None,350g ,MR
34914, ,Totopos,None,280g ,DH
34915, ,Bimbunuelos,12p ,198g ,BIM
34916, ,Bimbunuelos,12p ,198g ,BIM
34917, ,Galleta,None,50g ,GBI
34933, ,Tostado,None,420g ,BIM
34935, ,Cajilla,None,1925g ,BIM
34936, ,Barra,None,50g ,BIM
34937, ,Bar,None,50g ,BIM
34938, ,Donas,10p ,158g ,BIM
34939, ,Donas,10p ,158g ,BIM
34943, ,Barritas,None,67g ,MLA
34944, ,Barritas,None,67g ,MLA
34945, ,Barritas,None,67g ,MLA
34958, ,Bolsa,None,13g ,MLA
34959, ,Mini,45p ,13g ,MLA
34973, ,Barritas,20p ,1340g ,MLA
34983, ,Tortilla,10p ,275g ,TR
34984, ,Tortilla,10p ,275g ,TR
34992, ,Conchas,3p ,180g ,BIM
34993, ,Conchas,3p ,180g ,BIM
35005, ,Duo,None,75g ,MLA
35011, ,Orejitas,None,120g ,GBI
35014, ,Lata,None,150g ,GBI
35015, ,Lata,None,400g ,GBI
35024, ,Canelitas,None,90g ,MLA
35025, ,Polvoron,6p ,113g ,MLA
35026, ,Galleta,None,g ,LAR
35031, ,Kranky,None,44g ,RIC
35051, ,Tri,None,150g ,MLA
35052, ,Tri,None,150g ,MLA
35053, ,Tri,None,150g ,MLA
35054, ,Molido,None,210g ,WON
35072, ,Besos,None,120g ,GBI
35074, ,Tortillas,None,800g ,MR
35079, ,Cuernitos,None,4000g ,TR
35092, ,Duo,None,124g ,MLA
35093, ,Duo,None,124g ,MLA
35095, ,Salmas,None,18g ,SAN
35097, ,Bollo,12p ,870g ,BIM
35103, ,Deliciosas,None,75g ,LAR
35104, ,Deliciosas,None,75g ,LAR
35105, ,Deliciosas,None,75g ,LAR
35106, ,Deliciosas,None,75g ,LAR
35107, ,Deliciosas,None,75g ,LAR
35108, ,Deliciosas,None,75g ,LAR
35109, ,Deliciosas,None,180g ,LAR
35110, ,Deliciosas,None,180g ,LAR
35111, ,Deliciosas,None,180g ,LAR
35112, ,Deliciosas,None,180g ,LAR
35113, ,Deliciosas,None,180g ,LAR
35114, ,Deliciosas,None,180g ,LAR
35115, ,Deliciosas,None,300g ,LAR
35116, ,Deliciosas,None,300g ,LAR
35117, ,Deliciosas,None,300g ,LAR
35118, ,Deliciosas,None,300g ,LAR
35119, ,Deliciosas,None,300g ,LAR
35120, ,Deliciosas,None,300g ,LAR
35121, ,Deliciosas,None,180g ,LAR
35122, ,Deliciosas,None,180g ,LAR
35123, ,Deliciosas,None,180g ,LAR
35124, ,Deliciosas,None,180g ,LAR
35125, ,Deliciosas,None,180g ,LAR
35127, ,Deliciosas,None,180g ,LAR
35128, ,Deliciosas,None,180g ,LAR
35129, ,Deliciosas,None,180g ,LAR
35130, ,Deliciosas,None,180g ,LAR
35131, ,Deliciosas,None,180g ,LAR
35132, ,Deliciosas,None,180g ,LAR
35141, ,Super,None,567g ,WON
35142, ,Super,None,567g ,WON
35143, ,Super,None,567g ,WON
35144, ,Wonder,None,567g ,WON
35145, ,Wonder,None,567g ,WON
35146, ,Wonder,None,567g ,WON
35147, ,Wonder,None,567g ,WON
35148, ,Wonder,None,567g ,WON
35149, ,Wonder,None,567g ,WON
35150, ,Barra,None,50g ,BIM
35171, ,Galleta,None,30g ,GBI
35176, ,Conchas,2p ,120g ,TR
35177, ,Conchas,2p ,120g ,TR
35179, ,Tartinas,8p ,104g ,TR
35180, ,Tartinas,8p ,104g ,TR
35182, ,Tartinas,8p ,104g ,TR
35183, ,Tartinas,8p ,104g ,TR
35185, ,Tartinas,8p ,104g ,TR
35186, ,Tartinas,8p ,104g ,TR
35191, ,Duo,None,96g ,BIM
35198, ,Duo,None,96g ,BIM
35212, ,Panq,3p ,210g ,BIM
35213, ,Panq,3p ,210g ,BIM
35214, ,Bimbunuelos,12p ,198g ,BIM
35215, ,Roles,3p ,180g ,BIM
35217, ,Roles,3p ,202g ,BIM
35219, ,Lata,None,340g ,GBI
35222, ,Lata,None,378g ,GBI
35226, ,Pallet,None,720g ,MLA
35227, ,Bolsita,None,160g ,GBI
35228, ,Orejitas,None,110g ,GBI
35232, ,Super,None,680g ,WON
35233, ,Super,None,680g ,WON
35235, ,Wonder,None,680g ,WON
35240, ,Mi,20p ,600g ,MLA
35241, ,Mi,20p ,600g ,MLA
35242, ,Mi,20p ,600g ,MLA
35243, ,Mi,20p ,500g ,MLA
35244, ,Mi,20p ,500g ,MLA
35245, ,Mi,20p ,500g ,MLA
35246, ,Mi,20p ,600g ,MLA
35247, ,Mi,20p ,600g ,MLA
35248, ,Mi,20p ,600g ,MLA
35249, ,Besos,None,120g ,GBI
35272, ,Combo,None,264g ,SAN
35293, ,Bimbollos,8p ,450g ,BIM
35294, ,Bimbollos,6p ,480g ,BIM
35295, ,Tostado,None,210g ,BIM
35301, ,Bimbollos,6p ,480g ,BIM
35303, ,Barritas,None,75g ,MLA
35304, ,Barritas,None,75g ,MLA
35305, ,Barritas,None,75g ,MLA
35306, ,Barritas,None,75g ,MLA
35307, ,Barritas,None,75g ,MLA
35308, ,Barritas,None,75g ,MLA
35309, ,Barritas,None,75g ,MLA
35310, ,Barritas,None,75g ,MLA
35371, ,Penafiel,None,355ml ,AV
35385, ,Bollo,30p ,2450g ,SL
35401, ,Hot,8p ,g ,BIM
35403, ,Mini,None,30g ,GBI
35406, ,Two,None,800g ,GBI
35412, ,Tartinas,4p ,52g ,TR
35413, ,Tartinas,4p ,52g ,TR
35424, ,Sponch,None,960g ,MLA
35425, ,Bollos,6p ,345g ,SL
35426, ,Medias,6p ,470g ,SL
35427, ,DuoBarrita,None,137g ,MLA
35428, ,DuoBarrita,None,None,MLA
35429, ,Duo,None,110g ,MLA
35430, ,Duo,None,110g ,MLA
35434, ,Duo,None,60g ,MLA
35438, ,Tortilla,10p ,260g ,DH
35439, ,Barritas,8p ,300g ,MLA
35440, ,Pan,None,270g ,BIM
35441, ,Pan,None,270g ,BIM
35442, ,Pan,None,250g ,BIM
